"id","名 称","名称カナ","所在地","電話","常勤薬剤師の人数","非常勤薬剤師の人数","常勤薬剤師数及び非常勤薬剤師数を常勤換算した数との合計数","前年の実施件数","前年（前年度）の患者数（延べ数）","前年の延件数","前年の実数"
"14128713","有限会社大村薬局","ユウゲンガイシャオオムラヤッキョク","ヨコハマシホドガヤクイワマチョウ１－６－１８","045-331-3433","1","0","1","0","4727","0","2"
"14128730","薬局たけむら","ヤッキョクタケムラ","ヨコハマシホドガヤクイワサキチヨウ２－１４","045-331-0270","1","1","1.5","0","6089","0","0"
"14128748","小泉だるま薬局","コイズミダルマヤッキョク","ヨコハマシホドガヤクミヤタチョウ１－１－１","045-331-0653","1","1","1.5","0","9800","0","11"
"14128756","有限会社みどり薬局","ユウゲンカイシャミドリヤッキョク","ヨコハマシホドガヤクサカイギホンチョウ１－２８","045-741-1783","2","0","2","1","7353","12","4"
"14128764","月見台調剤薬局","ツキミダイチョウザイヤッキョク","ヨコハマシホドガヤクツキミダイ３６－１８","045-334-2526","3","3","3.8","0","23296","0","103"
"14128772","あおば薬局","アオバヤッキョク","ヨコハマシホドガヤクゴンタザカ２－２５－２","045-742-5161","1","2","1.5","0","8101","22","22"
"14128780","そうごう薬局権太坂スクエア店","ソウゴウヤッキョクゴンタザカスクエアテン","ヨコハマシホドガヤクゴンタザカ３－１－３　ゴンタザカスクエア","045-714-1961","1","10","3","04","21100","15","80"
"14128799","天王薬局","テンノウヤッキョク","ヨコハマシホドガヤクサカモトチョウ４８","045-331-2575","1","0","1","0","2345","0","10"
"14128802","うさぎ薬局","ウサギヤッキョク","ヨコハマシホドガヤクサカモトチョウ６８－１９　ハイツシャム１カイ","045-332-7130","3","0","3","0","16827","0","10"
"14128837","上菅田薬局","カミスゲタヤッキョク","ヨコハマシホドガヤクカミスゲタチョウ９５１－４１","045-383-2828","2","2","2","0","12120","120","90"
"14128845","クオール薬局上星川店","クオールヤッキョクカミホシカワテン","ヨコハマシホドガヤクカミホシカワ３－１５－１　ミラカミホシカワ１カイ","045-373-9303","2","1","2.8","10","13687","1109","15"
"14128861","薬樹薬局　保土ケ谷","ヤクジュヤッキョク　ホドガヤ","ヨコハマシホドガヤクトキワダイ５０バン２９ゴウ","045-348-1137","2","7","2.0","1","8471","340","0"
"14128870","田辺薬局横浜常盤店","タナベヤッキョクヨコハマトキワテン","ヨコハマシ　ホドガヤク　トキワダイ５０－３０","045-348-8147","2","8","3","0","8942","870","3"
"14128888","釜台薬局","カマダイヤッキョク","ヨコハマシホドガヤクトキワダイ５２－３１","045-331-0002","2","0","2","1","4605","4","5"
"14128896","ハナワ薬局","ハナワヤッキョク","ヨコハマシホドガヤクアライチョウ３６９－１４","045-381-3374","1","0","1","0","251","0","0"
"14128918","京町薬局新桜ヶ丘店","キョウマチヤッキョクシンサクラガオカテン","ヨコハマシホドガヤクシンサクラガオカ２－２４－１２","045-353-0071","2","1","2.5","0","12636","33","0"
"14128934","あさみ薬局","アサミヤッキョク","ヨコハマシホドガヤクセトガヤチヨウ２９８－７２","045-721-0941","1","0","1.0","0","0","0","0"
"14128942","田辺薬局横浜星川店","タナベヤッキョクヨコハマホシカワテン","ヨコハマシ　ホドガヤク　ホシカワ１－１－２","045-340-1887","3","8","6.4","0","21737","24","12"
"14128950","ハマ薬局","ハマヤッキョク","ヨコハマシホドガヤクホシカワ１－４－３","045-331-5078","1","0","1","0","1600","1","5"
"14128977","みどり薬局星川店","ミドリヤッキョクホシカワテン","ヨコハマシホドガヤクホシカワ１－７－２７","045-342-0458","2","1","2.5","1","9737","46","48"
"14128993","河野薬局","コウノヤッキョク","ヨコハマシホドガヤクホシカワ２－１５－１４","045-331-0310","2","1","2.1","3","12000","0","11"
"14129000","日本調剤星川薬局","ニホンチョウザイホシカワヤッキョク","ヨコハマシホドガヤクホシカワ２－４－１　ホシカワエスエフビル１Ｆ","045-336-4682","1","8","8.1","2","53259","145","55"
"14129019","薬樹薬局　和田町","ヤクジュヤッキョクワダマチ","ヨコハマシホドガヤクホシカワ３チョウメ８バン４ゴウ","045-331-1891","2","17","2.2","1","20650","25","12"
"14129060","有限会社薬保会調剤薬局","ユウゲンガイシャヤクホカイチョウザイヤッキョク","ヨコハマシホドガヤクニシヤチョウ９０３","045-381-5011","3","3","3","5","19000","658","745"
"14129078","ひよこ薬局","ヒヨコヤッキョク","ヨコハマシホドガヤクニシヤチョウ４－５－１","045-383-7090","2","2","3.3","0","21712","0","0"
"14129094","有限会社保土ヶ谷中央薬局","ユウゲンガイシャホドガヤチュウオウヤッキョク","ヨコハマシホドガヤクカワベチョウ　２－２　パイロットハウスホシカワＢ１０７","045-333-0361","2","1","2.5","0","19870","0","12"
"14129108","天王町メロン薬局","テンノウチョウメロンヤッキョク","ヨコハマシホドガヤクテンノウチョウ１－１８－９トウエイビル１カイ","045-340-1919","1","5","0","0","14000","3","1"
"14129116","堀内薬局","ホリウチヤッキョク","ヨコハマシホドガヤクテンノウチョウ１－２８－２","045-332-4193","2","0","2","0","2274","0","3"
"14129124","十番館薬局","ジュウバンカンヤッキョク","ヨコハマシホドガヤクヒガシカワシマチョウ２０－１６　ミヤビビルド１０２","045-373-8828","2","1","2.0","0","11871","0","0"
"14129140","ヤザワ薬局","ヤザワ　ヤッキョク","ヨコハマシホドガヤクブッコウチョウ１２０","045-331-3477","1","0","1","0","120","0","1"
"14129159","正井薬局","マサイヤッキョク","ヨコハマシホドガヤクブッコウチョウ１２１－７","045-331-5485","1","3","2","0","9793","0","21"
"14129167","有限会社正井薬局","ユウゲンガイシャマサイヤッキョク","ヨコハマシホドガヤクブッコウチョウ２５６－４","045-336-4556","1","5","3.3","0","20453","0","22"
"14129175","みねおか調剤薬局","ミネオカチョウザイヤッキョク","ヨコハマシホドガヤクミネオカチョウ２－１２４－１","045-332-3301","3","4","4","9","3084","864","15"
"14129183","みねさわ薬局","ミネサワヤッキョク","ヨコハマシホドガヤクミネサワチョウ１０５－７２","045-342-0178","1","3","2.0","0","9995","0","0"
"14129191","内田薬局和田町駅前店","ウチダヤッキョクワダマチエキマエテン","ヨコハマシホドガヤクワダ１－１３－１８","045-340-3405","5","2","6","5","22924","52","41"
"14129213","あかね調剤薬局","アカネチョウザイヤッキョク","ヨコハマシホドガヤクワダ２－３－３－１０３","045-336-9221","1","2","2","0","13119","0","0"
"14129248","ココカラファイン薬局保土ヶ谷店","ココカラファインヤッキョクホドガヤテン","ヨコハマシホドガヤクカタビラチョウ１－１７－３　ＹＧＹ１カイ","045-333-0853","7","2","8.3","0","52737","34","40"
"14129256","キク薬局","キク　ヤッキョク","ヨコハマシホドガヤクカタビラチョウ１－２","045-331-0057","1","1","2","","0","",""
"14129264","三ッ沢薬局","ミツザワヤッキョク","ヨコハマシホドガヤクカタビラチョウ１－４２","045-331-0396","2","0","2","1","7400","0","3"
"14129280","クリエイトエス・ディー横浜今宿店薬局","クリエイトエス・ディーヨコハマイマジュクテンヤッキョク","ヨコハマシアサヒクイマジュクニシチョウ４７４－１","045-958-2861","6","1","4","0","38500","667","4"
"14129299","株式会社石黒薬局","カブシキガイシャイシグロヤッキョク","ヨコハマシ　アサヒク　イマジュクヒガシチョウ９０１","045-951-2281","2","1","1","0","4320","0","11"
"14129302","クラヤ薬局","クラヤヤッキョク","ヨコハマシアサヒクサコンヤマ１１８６－６　サコンヤマダンチ７－１０－１０２","045-351-7795","1","0","1","0","4353","0","20"
"14129310","左近山中央薬局","サコンヤマチュウオウヤッキョク","ヨコハマシアサヒクサコンヤマ１６－１","045-351-4003","2","7","5.0","0","37830","83","4"
"14129329","カワセ薬局本店","カワセヤッキョクホンテン","ヨコハマシアサヒクササノダイ１－１－３７","045-367-3570","5","7","6.1","0","23489","65","0"
"14129337","有限会社三ツ境薬局","ユウゲンガイシャミツキョウヤッキョク","ヨコハマシアサヒクササノダイ１－１－３８　ケイエヌシイビルイチバンカン","045-366-0618","8","4","11.5","0","53172","17","15"
"14129345","クリエイトエス・ディー横浜三ツ境店薬局","クリエイトエス・ディーヨコハマミツキョウテンヤッキョク","ヨコハマシアサヒクササノダイ１－１－４３","045-360-6314","5","1","5.5","0","32559","152","19"
"14129353","大信薬局笹野台店","タイシンヤッキョク　ササノダイテン","ヨコハマシアサヒクササノダイ１－２０－１０","045-391-6067","1","3","1.4","0","6047","12","2"
"14129370","有限会社四季美だるま薬局","ユウゲンガイシャシキミダルマヤッキョク","ヨコハマシアサヒクシキミダイ１６－５","045-362-1102","1","0","1","0","3295","0","3"
"14129396","さくら調剤旭薬局","サクラチョウザイアサヒヤッキョク","ヨコハマシアサヒクイチザワチョウ３４６－２","045-370-4810","2","4","3.6","0","13534","1040","173"
"14129400","市沢薬局","イチザワヤッキョク","ヨコハマシアサヒクイチザワチョウ５８６－５２","045-352-6120","3","5","3.5","18","22825","203","5"
"14129418","佐野薬局","サノヤッキョク","ヨコハマシアサヒクイチザワチョウ６９４","045-371-8835","1","1","1.5","0","0","0","0"
"14129426","ファースト薬局","ファーストヤッキョク","ヨコハマシ　アサヒク　イチザワチョウ　９９５－３５","045-351-9632","5","2","5.5","0","21713","0","0"
"14129434","わかば薬局","ワカバヤッキョク","ヨコハマシアサヒクワカバダイ１－３－１","045-923-1223","3","1","2.9","1","16222","262","48"
"14129442","ハックドラッグ若葉台薬局","ハックドラッグワカバダイヤッキョク","ヨコハマシアサヒクワカバダイ３－４－１","045-922-5492","5","3","6.3","0","25000","400","0"
"14129450","株式会社横浜調剤薬局","カブシキガイシャヨコハマチョウザイヤッキョク","ヨコハマシアサヒクワカバダイ３－６－１","045-922-3322","5","11","12.2","20","44654","183","8"
"14129477","ひかり薬局","ヒカリヤッキョク","ヨコハマシアサヒクカミシラネ１－１－１５","045-954-2251","1","1","1.5","0","7278","0","0"
"14129493","有限会社さえだ薬局","ユウゲンガイシャサエダヤッキョク","ヨコハマシアサヒクカミシラネチョウ８９１ニシヒカリガオカダンチ１８－４－１０１","045-952-2626","1","2","2.0","0","4651","0","2"
"14129507","内田薬局くぬぎ台店","ウチダヤッキョククヌギダイテン","ヨコハマシアサヒクニシカワシマチョウ１３８－３","045-372-4733","1","1","1.0","0","7971","64","0"
"14129515","シオン薬局","シオンヤッキョク","ヨコハマシアサヒクカワイホンチョウ１１１－６","045-959-1127","3","14","16.4","0","18000","24","25"
"14129523","ファーコス薬局　四季","ファーコスヤッキョク　シキ","ヨコハマシアサヒクカワシマチョウ１７１６","045-373-3036","5","2","6.1","1","4594","37","37"
"14129531","薬局　たんぽぽ","ヤッキョクタンポポ","ヨコハマシアサヒクナカキボウガオカ１００－４","045-360-7543","1","3","1.7","0","7800","0","1"
"14129540","イカリ薬局","イカリヤッキョク","ヨコハマシアサヒクナカキボウガオカ１０１","045-391-0511","1","5","2.3","2","16277","314","0"
"14129558","コガ薬局西店","コガヤッキョクニシテン","ヨコハマシアサヒクナカキボウガオカ１１１","045-364-0232","1","3","2.8","0","0","0","40"
"14129574","有限会社木須調剤薬局","ユウゲンガイシャキスチョウザイヤッキョク","ヨコハマシアサヒクナカキボウガオカ１３８－１","045-391-6388","2","1","2.5","15","9751","9","51"
"14129582","トマト薬局希望が丘店","トマトヤッキョクキボウガオカテン","ヨコハマシアサヒクナカキボウガオカ２４６－５　エスポワールキボウガオカ１０１","045-360-2347","2","2","3.6","2","10939","143","21"
"14129590","須田トビヒ薬局","スダトビヒヤッキョク","ヨコハマシアサヒクナカキボウガオカ９４－５２","045-391-0971","3","0","3","0","6300","96","125"
"14129604","ハックドラッグ希望ヶ丘薬局","ハックドラッグキボウガオカヤッキョク","ヨコハマシアサヒクナカキボウガオカ９９－３　ダイゴヤマショウビル","045-362-1891","2","2","3.3","0","17038","0","0"
"14129612","あさひ薬局中沢店","アサヒヤッキョクナカザワテン","ヨコハマシアサヒクナカザワ１－４６－３","045-364-0581","3","3","4.6","3","5901","3000","76"
"14129620","坪田薬局","ツボタヤッキョク","ヨコハマシアサヒクナカザワ２－８－２","045-361-0501","2","0","2.0","0","820","0","1"
"14129647","つくの薬局","ツクノヤッキョク","ヨコハマシアサヒクナカオ１－４８－７","045-363-8341","1","3","2.0","0","5360","70","15"
"14129655","株式会社秋本薬局鶴ヶ峰店","カブシキガイシャアキモトヤッキョクツルガミネテン","ヨコハマシアサヒクツルガミネ１－１－８","045-953-3778","3","5","4.1","0","20337","4009","0"
"14129671","さくら薬局横浜鶴ヶ峰店","サクラヤッキョクヨコハマツルガミネテン","ヨコハマシアサヒクツルガミネ１－２０－１０","045-381-6547","3","1","4","0","16222","0","3"
"14129698","鶴ヶ峰薬局","ツルガミネヤッキョク","ヨコハマシアサヒクツルガミネ２－２１","045-373-6521","1","1","1.1","0","4569","0","0"
"14129701","薬樹薬局鶴ヶ峰","ヤクジュヤッキョクツルガミネ","ヨコハマシアサヒクツルガミネ２－２３－３　オクムラビル１カイ","045-381-6821","4","10","5.7","1","28915","102","12"
"14129710","有限会社エース薬局鶴ヶ峰店","ユウゲンガイシャエースヤッキョクツルガミネテン","ヨコハマシアサヒクツルガミネ２－２３－４","045-370-6351","1","3","2","0","12928","0","0"
"14129728","薬樹薬局鶴ヶ峰駅前店","ヤクジュヤッキョクツルガミネエキマエテン","ヨコハマシアサヒクツルガミネ２－３０－１０　ＭＤビル１カイ","045-382-3375","4","12","5.9","1","28637","122","20"
"14129736","あさひ薬局鶴ヶ峰店","アサヒヤッキョクツルガミネテン","ヨコハマシアサヒクツルガミネ２－６７－８","045-371-0193","1","4","2.9","0","10606","40","1"
"14129744","つかさ薬局","ツカサヤッキョク","ヨコハマシアサヒクツルガミネホンチョウ１－３８－１３","045-953-8670","2","2","3.5","1","11489","24","0"
"14129779","クリエイトエス・ディー横浜希望が丘店薬局","クリエイトエス・ディーヨコハマキボウガオカテンヤッキョク","ヨコハマシアサヒクヒガシキボウガオカ１０１－１４","045-360-6353","5","0","5","0","20759","90","1"
"14129787","有限会社近江調剤薬局","ユウゲンガイシャ　オウミチョウザイヤッキョク","ヨコハマシアサヒクヒガシキボウガオカ２４２　グリーンコーポミツキョウ１カイ","045-391-3999","1","10","2.2","1","18017","25","15"
"14129795","あゆみ薬局","アユミヤッキョク","ヨコハマシ　アサヒク　ヒガシキボウガオカ　８３－７","045-365-3335","5","1","5.3","6","17826","152","27"
"14129809","木須薬局駅前店","キスヤッキョクエキマエテン","ヨコハマシアサヒクヒガシキボウガオカ９９－１０","045-365-3717","4","5","5.0","112","20704","100","26"
"14129825","なの花薬局さちが丘店","ナノハナヤッキョクサチガオカテン","ヨコハマシアサヒクフタマタガワ１－１０－６７","045-369-1667","2","1","2.5","1","1400","1200","30"
"14129833","ココ第一薬局本店","ココダイイチヤッキョクホンテン","ヨコハマシアサヒクフタマタガワ１－４５","045-364-5529","3","10","7","0","33860","20","0"
"14129850","さくら薬局横浜二俣川１丁目店","サクラヤッキョクヨコハマフタマタガワイッチョウメテン","ヨコハマシアサヒクフタマタガワ１－４５－５３","045-365-5509","1","21","3.6","0","12827","21","0"
"14129868","あさひ薬局二俣川駅前店","アサヒヤッキョクフタマタガワエキマエテン","ヨコハマシアサヒクフタマタガワ１－５－３８　エフエスビル１エフ","045-360-7338","5","9","9.5","0","51620","0","0"
"14129876","薬樹薬局二俣川","ヤクジュヤッキョクフタマタガワ","ヨコハマシアサヒクフタマタガワ１－５－５　オフィスフタマタガワ２　１カイ","045-360-7805","2","6","2.0","1","9186","17","11"
"14129892","二俣川薬局","フタマタガワヤッキョク","ヨコハマシアサヒクフタマタガワ１－６－１　フタマタガワキタグチビル１カイ","045-369-3691","4","1","3.0","1","25499","27","13"
"14129922","共創未来　二俣川薬局","キョウソウミライ　フタマタガワヤッキョク","ヨコハマシアサヒクフタマタガワ２－３６－３","045-365-1733","2","11","2.0","0","10304","49","1"
"14129930","ドラッグセイムス二俣川薬局","ドラッグセイムスフタマタガワヤッキョク","ヨコハマシアサヒクフタマタガワ２－３８－４","045-366-4810","1","1","1.2","0","7417","9","17"
"14129957","明日花薬局","アスカヤッキョク","ヨコハマシアサヒクフタマタガワ２－５８","045-390-5063","5","3","6","0","25646","81","43"
"14129965","ふたば薬局","フタバヤッキョク","ヨコハマシアサヒクカシワチョウ４７－６","045-365-5037","11","5","14","3","29545","2206","999"
"14129973","パル薬局鶴ヶ峰店","パルヤッキョクツルガミネテン","ヨコハマシ　アサヒク　シラネ３－１６－１４","045-959-0135","1","2","1","0","7270","0","0"
"14129981","有限会社　タダノ薬局","タダノヤッキョク","ヨコハマシアサヒクシラネ３－２８－１","045-954-3750","2","5","2.5","35","13735","0","43"
"14130009","ベルーデ薬局","ベルーデヤッキョク","ヨコハマシアサヒクシラネ５－１２－１","045-958-0822","1","6","4","1","33406","0","3"
"14130017","さくら薬局横浜白根店","サクラヤッキョクヨコハマシラネテン","ヨコハマシアサヒクシラネ","045-951-1734","1","3","2.0","3","9131","21","21"
"14130033","しらゆり薬局","シラユリヤッキョク","ヨコハマシアサヒクホンムラチョウ１０１－３","045-365-2070","3","2","4.8","0","25939","145","0"
"14130041","みつば薬局","ミツバヤッキョク","ヨコハマシアサヒクマキガハラ１０５－６","045-360-6155","1","14","2","1","6561","33","20"
"14130050","さくらんぼ薬局","サクランボヤッキョク","ヨコハマシイソゴクイソゴ２－１４－１０","045-755-2826","2","0","2","0","7951","0","0"
"14130076","有限会社山崎磯子薬局","ユウゲンガイシャヤマザキイソゴヤッキョク","ヨコハマシイソゴクイソゴ２－２２－４","045-761-0072","1","0","1","0","36000","18","2"
"14130084","有限会社上永谷薬局磯子店","ユウゲンガイシャカミナガヤヤッキョクイソゴテン","ヨコハマシイソゴクモリ１－１０－９　チュウギンイソゴマンシオン１０２","045-750-8520","2","1","2","4","4568","802","806"
"14130106","株式会社横山薬局","カブシキガイシャヨコヤマヤッキョク","ヨコハマシイソゴクモリ１－７－３　イソゴセンターハイツ１０２","045-761-5687","2","3","2.5","1","16997","0","0"
"14130114","株式会社サイトウ薬局","カブシキガイシャサイトウヤッキョク","ヨコハマシイゴクオカムラ６－５－４１","045-761-7420","1","1","2.0","0","8372","0","50"
"14130122","シナモン薬局","シナモンヤッキョク","ヨコハマシイソゴクオカムラ７－２４－２１","045-752-5091","1","2","1.5","0","3975","0","0"
"14130130","笹堀薬局","ササボリヤッキョク","ヨコハマシイソゴクオカムラ８－３－５","045-754-0893","1","0","1","0","169","0","0"
"14130149","薬樹薬局　磯子","ヤクジュヤッキョク　イソゴ","ヨコハマシイソゴクマルヤマ１－２６－１３　１カイ","045-762-1446","3","2","3.0","1","7789","1140","12"
"14130165","古橋薬局","フルハシヤッキョク","ヨコハマシイソゴクマルヤマ２－１７－１４","045-751-0470","1","0","1","0","203","0","0"
"14130173","合名会社　大久保薬局","ゴウメイガイシャ　オオクボヤッキョク","ヨコハマシイソゴクマルヤマ２－２－１１","045-753-4129","1","0","1.0","0","4195","0","4"
"14130181","コスモ薬局丸山店","コスモヤッキョクマルヤマテン","ヨコハマシイソゴクマルヤマ２－３－１３","045-750-4451","1","2","1","0","2501","44","55"
"14130220","汐見台薬局","シオミダイヤッキョク","ヨコハマシイソゴク　シオミダイ１－６","045-761-2217","5","3","7.3","2","25842","123","173"
"14130238","薬草堂エグチ薬局","ヤクソウドウエグチヤッキョク","ヨコハマシイソゴクカミナカザトチョウ７５０－１","045-774-8783","1","1","1.1","0","2877","1261","0"
"14130246","薬局トモズ　ビーンズ新杉田店","ヤッキョクトモズ　ビーンズシンスギタテン","ヨコハマシイソゴクシンスギタチョウ６バンチ　ビーンズシンスギタ２カイ","045-771-1123","6","1","6.5","0","16029","54","19"
"14130254","磯子調剤薬局","イソゴチョウザイヤッキョク","ヨコハマシイソゴクモリ１－１０－２０　ライオンズステーションプラザ１０３号","045-754-2428","2","2","2.8","0","5770","0","0"
"14130262","有限会社だるま薬局","ユウゲンガイシャダルマヤッキョク","ヨコハマシ　イソゴク　モリ１－１６－１７　モリマート１カイ","045-751-5727","2","2","3","5","6000","50","15"
"14130270","ハックドラッグ磯子駅前薬局","ハックドラッグイソゴエキマエヤッキョク","ヨコハマシイソゴクモリ１－７－６","045-759-4089","4","2","5.6","2","5592","15","27"
"14130289","フジイ薬局","フジイヤッキョク","ヨコハマシイソゴクモリ３－１８－１８","045-753-2620","1","3","1.5","0","8842","0","3"
"14130297","笹川調剤薬局","ササガワチョウザイヤッキョク","ヨコハマシ　イソゴクモリ　３－１７－３３　ファミールビョウブガウラ２カイ","045-751-7379","2","1","2.5","5","10000","20","15"
"14130300","はまかぜ薬局","ハマカゼヤッキョク","ヨコハマシイソゴクモリ２－２６－１０　ビッグヴァンステーションプラザイソゴイッカイ　１０１ゴウ","045-753-7202","3","1","3.7","6","2365","83","8"
"14130319","駅前薬局","エキマエヤッキョク","ヨコハマシイソゴクモリ３－１８－８","045-761-5438","1","0","1","0","6180","3","0"
"14130335","ハックドラッグらびすた新杉田薬局","ハックドラッグラビスタシンスギタヤッキョク","ヨコハマシイソゴクスギタ１－１－１","045-778-6789","4","7","7.9","0","36416","20","56"
"14130343","ハックドラッグ杉田調剤薬局","ハックドラッグスギタチョウザイヤッキョク","ヨコハマシイソゴクスギタ１－１４－９","045-774-4572","5","9","10.5","0","30130","1658","12"
"14130351","わたなべ薬局","ワタナベヤッキョク","ヨコハマシイソゴクスギタ１－１７－１","045-771-7777","9","3","12","2","46075","0","16"
"14130378","神仙堂薬局","シンセンドウヤッキョク","ヨコハマシイソゴクスギタ２－１－７","045-774-7558","1","0","1","0","259","0","1"
"14130394","有限会社岩崎薬局","ユウゲンガイシャイワサキヤッキョク","ヨコハマシイソゴクスギタ４－６－１８","045-771-3280","1","1","1.1","0","108","0","2"
"14130416","たんぽぽ薬局杉田店","タンポポヤッキョクスギタテン","ヨコハマシイソゴクスギタ５－７－７ライフコートスギタ２０４ゴウシツ","045-770-5805","2","2","3.6","0","30526","5","0"
"14130424","ヤスタケ薬局","ヤスタケヤッキョク","ヨコハマシ　イソゴク　スギタ７－４－１０","045-772-1771","1","0","1","0","2763","0","4"
"14130440","ふれあい調剤薬局磯子店","フレアイチョウザイヤッキョクイソゴテン","ヨコハマシイソゴクスギタツボノミ２ー３－１０３","045-778-3177","1","2","1.4","0","7303","5396","3"
"14130467","ＡＢ薬局","エービーヤッキョク","ヨコハマシイソゴクニシチョウ１５－７－６","045-754-0065","1","2","1.5","1","3134","0","12"
"14130475","すみれ堂薬局","スミレドウヤッキョク","ヨコハマシ　イソゴク　ニシマチ７－９","045-752-0058","3","0","3.0","0","15615","0","0"
"14130491","さとう薬局","サトウヤッキョク","ヨコハマシイソゴクタキガシラ２－２３－９","045-750-7560","2","1","2.5","0","10020","81","90"
"14130513","モリ薬局","モリヤッキョク","ヨコハマシイソゴクタナカ１－１１－１８","045-774-9262","1","2","1","2","7716","12","7"
"14130521","ミヤザキ薬局","ミヤザキヤッキョク","ヨコハマシイソゴクヒガシチョウ１０－１０","045-761-2257","1","0","1","1","1960","0","0"
"14130530","薬局ベル","ヤッキョクベル","ヨコハマシイソゴクヒガシチョウ１５－３２","045-755-0101","1","2","2.8","0","16416","12","0"
"14130548","ハックドラッグ根岸駅前薬局","ハックドラッグネギシエキマエヤッキョク","ヨコハマシイソゴクヒガシチョウ１７－３０","045-762-1891","3","3","3.9","0","3249","0","7"
"14130564","フジ薬局","フジヤッキョク","ヨコハマシイソゴクヒトリザワチョウ１００３－１","045-775-1819","1","2","1,5","0","5000","0","0"
"14130572","ヒロ薬局","ヒロヤッキョク","ヨコハマシイソゴクヒトリザワチョウ３６１","045-774-3646","1","1","1.5","0","1500","24","0"
"14130599","つばめ薬局洋光台店","ツバメヤッキョクヨウコウダイテン","ヨコハマシイソゴクヨウコウダイ１－２－２０　ベルノールヨウコウダイ１０Ｂ","045-225-8788","2","1","2.3","0","14681","6","3"
"14130610","ときわ薬局","トキワヤッキョク","ヨコハマシイソゴクヨイコウダイ２－８－１５","045-833-2636","2","1","2.2","0","8000","40","3"
"14130629","ハックドラッグ洋光台駅前薬局","ハックドラッグヨウコウダイエキマエヤッキョク","ヨコハマシイソゴクヨウコウダイ３－１－１","045-830-3189","5","4","7","2","35013","23","3"
"14130637","ゆたか調剤薬局","ユタカチョウザイヤッキョク","ヨコハマシイソゴクヨウコウダイ３－１２－１０","045-834-3104","1","2","1.5","0","4389","11","65"
"14130653","洋光台薬局","ヨウコウダイヤッキョク","ヨコハマシイソゴクヨウコウダイ３－１５－１４","045-832-5514","1","9","4","0","28000","0","0"
"14130670","サカイヤ薬局洋光台駅前店","サカイヤヤッキョクヨウコウダイエキマエテン","ヨコハマシイソゴクヨウコウダイ５－１－９","045-835-2171","3","2","3.9","0","16133","0","0"
"14130696","かいと調剤薬局","カイトチョウザイヤッキョク","ヨコハマシイソゴクヨウコウダイ６－７－２３　シオザワハイツ１０１","045-832-6555","1","4","2","0","7904","7904","0"
"14130700","サカイヤ薬局アピタ金沢文庫店","サカイヤヤッキョクアピタカナザワブンコテン","ヨコハマシカナザワクカマリヤヒガシ２－１－１　１Ｆ","045-788-0463","3","2","4.6","0","22471","0","7"
"14130718","テンドラックス薬局","テンドラックスヤッキョク","ヨコハマシカナザワクカマリヤヒガシ２－１４－２１","045-788-8765","2","0","2","0","804","170","23"
"14130726","さなえ薬局金沢文庫店","サナエヤッキョクカナザワブンコテン","ヨコハマシカナザワクカマリヤヒガシ２－１７－８","045-785-1543","3","0","3","0","14352","53","13"
"14130734","株式会社スター・システムすみれ薬局","カブシキガイシャスター・システムスミレヤッキョク","ヨコハマシ　カナザワク　カマリヤヒガシ２－２０－２６　ビューシティーＡ１０１","045-784-6055","1","3","1.6","0","7880","3","4"
"14130742","清水薬局","シミズヤッキョク","ヨコハマシカナザワクカマリヤヒガシ２－２１－２２","045-784-7176","2","15","7.4","2","71831","31","144"
"14130750","カマリヤ薬局","カマリヤヤッキョク","ヨコハマシカナザワクカマリヤヒガシ２－６－１８","045-790-6871","7","1","7.8","1","34161","69","65"
"14130769","文庫西口薬局","ブンコニシグチヤッキョク","ヨコハマシカナザワクカマリヤヒガシ３－１－３カナザワブンコダイニカナイビル１カイ","045-780-3225","5","3","6","10","23267","50","4"
"14130785","くるみ薬局","クルミヤッキョク","ヨコハマシカナザワクカマリヤヒガシ４－５３－１６","045-788-5735","2","4","2.0","0","8116","0","0"
"14130793","金沢区三師会立調剤薬局","カナザワクサンシカイリツチョウザイヤッキョク","ヨコハマシカナザワクカナザワチョウ４８","045-782-8785","1","60","2.0","0","1528","0","0"
"14130815","しば薬局","シバヤッキョク","ヨコハマシカナザワクシバチョウ３４９－１","045-791-7844","3","1","3","3","3183","745","3"
"14130858","合名会社光栄堂薬局","ゴウメイガイシャ　コウエイドウヤッキョク","ヨコハマシカナザワクセト１６－１","045-701-9055","3","4","5.7","3","21513","171","30"
"14130866","八景ファーマシー","ハッケイファーマシー","ヨコハマシカナザワクセト１７－６","045-701-1250","1","3","1","0","16455","0","0"
"14130874","セブンス薬局　金沢八景店","セブンスヤッキョク　カナザワハッケイテン","ヨコハマシカナザワクセト","045-787-3314","4","12","8","5","49500","0","30"
"14130912","レイディアントシティ薬局","レイディアントシティヤッキョク","ヨコハマシカナザワクオオカワ７－６－１２７","045-791-7370","2","3","2.5","11","14600","12","4"
"14130947","有限会社薬研堂漢薬局","ユウゲンガイシャヤゲンドウカンヤッキョク","ヨコハマシカナザワクヤツマチ３３９","045-783-5216","1","0","1.0","0","0","0","0"
"14130955","さなえ薬局すずらん店","サナエヤッキョクスズランテン","ヨコハマシカナザワクヤツマチ３３９","045-788-6910","3","0","3","0","16144","56","44"
"14130963","谷津薬局","ヤツヤッキョク","ヨコハマシカナザワクヤツマチ３４３－１Ｆ","045-782-0062","2","5","5.5","8","25800","688","7"
